EID ,key ,direction ,time
0,Key.tab,0,1651850247293102000
1,Key.tab,1,1651850247458640000
2,Key.cmd,1,1651850247605619000
3,<0>,1,1651850247861151000
4,'f',0,1651850252420519000
5,'f',1,1651850252491656000
6,'a',0,1651850252512180000
7,'a',1,1651850252613574000
8,'c',0,1651850252634849000
9,'c',1,1651850252711587000
10,'e',0,1651850252845843000
11,'e',1,1651850252909447000
12,'b',0,1651850253224175000
13,'b',1,1651850253292202000
14,'o',0,1651850253459385000
15,'o',1,1651850253534315000
16,'o',0,1651850253588528000
17,'o',1,1651850253656399000
18,'k',0,1651850253838557000
19,'k',1,1651850253961558000
20,Key.enter,0,1651850254272029000
21,Key.enter,1,1651850254407345000
22,'f',0,1651850293703292000
23,'f',1,1651850293823476000
24,'d',0,1651850294396267000
25,'d',1,1651850294452628000
26,Key.backspace,0,1651850295554602000
27,Key.backspace,1,1651850295646977000
28,Key.backspace,0,1651850295710172000
29,Key.backspace,1,1651850295782870000
30,Key.backspace,0,1651850299267148000
31,Key.backspace,1,1651850299334203000
32,'f',0,1651850299878880000
33,'f',1,1651850299942697000
34,'a',0,1651850300037146000
35,'a',1,1651850300137193000
36,'c',0,1651850300151920000
37,'c',1,1651850300238348000
38,'e',0,1651850300391196000
39,'e',1,1651850300495622000
40,'b',0,1651850301600302000
41,'b',1,1651850301653937000
42,'o',0,1651850301710300000
43,'o',1,1651850301773666000
44,'o',0,1651850301845534000
45,'o',1,1651850301908749000
46,'k',0,1651850302055631000
47,'k',1,1651850302125950000
48,'.',0,1651850302699378000
49,'.',1,1651850302795610000
50,'c',0,1651850302922624000
51,'c',1,1651850303018910000
52,'o',0,1651850303073681000
53,'o',1,1651850303133202000
54,'m',0,1651850303192452000
55,'m',1,1651850303292470000
56,Key.enter,0,1651850303563158000
57,Key.enter,1,1651850303694238000
58,'f',0,1651850308432392000
59,'f',1,1651850308500459000
60,'p',0,1651850310051291000
61,'p',1,1651850310123509000
62,'d',0,1651850310428334000
63,'d',1,1651850310532690000
64,'s',0,1651850310961655000
65,'s',1,1651850311057769000
66,'o',0,1651850311072719000
67,'o',1,1651850311153034000
68,'c',0,1651850311205842000
69,'c',1,1651850311326145000
70,'i',0,1651850311381341000
71,'i',1,1651850311441311000
72,'a',0,1651850311531839000
73,'a',1,1651850311564104000
74,'l',0,1651850311675138000
75,'l',1,1651850311787449000
76,Key.shift_r,0,1651850313809167000
77,'@',0,1651850314028986000
78,'@',1,1651850314128837000
79,Key.shift_r,1,1651850314154303000
80,'g',0,1651850314371054000
81,'g',1,1651850314459160000
82,'m',0,1651850314488196000
83,'m',1,1651850314603304000
84,'s',0,1651850314640887000
85,'s',1,1651850314733795000
86,'i',0,1651850314819762000
87,'i',1,1651850314880576000
88,'l',0,1651850314963236000
89,'l',1,1651850315103770000
90,Key.backspace,0,1651850315413789000
91,Key.backspace,1,1651850315477771000
92,Key.backspace,0,1651850315572437000
93,Key.backspace,1,1651850315620999000
94,Key.backspace,0,1651850315931669000
95,Key.backspace,1,1651850316011731000
96,'a',0,1651850316344689000
97,'a',1,1651850316441039000
98,'i',0,1651850316522767000
99,'i',1,1651850316595288000
100,'l',0,1651850316704892000
101,'l',1,1651850316836833000
102,'.',0,1651850317306235000
103,'.',1,1651850317382197000
104,'c',0,1651850317592275000
105,'c',1,1651850317664552000
106,'o',0,1651850317683155000
107,'o',1,1651850317747434000
108,'m',0,1651850317818304000
109,'m',1,1651850317906514000
110,Key.tab,0,1651850319149800000
111,Key.tab,1,1651850319268685000
112,Key.shift_r,0,1651850321190511000
113,Key.shift_r,1,1651850321566615000
114,Key.shift_r,0,1651850325620588000
115,Key.shift_r,1,1651850326068626000
116,'f',0,1651850339785204000
117,'f',1,1651850339855679000
118,'p',0,1651850340345508000
119,'p',1,1651850340413653000
120,'d',0,1651850340733690000
121,'d',1,1651850340825684000
122,'1',0,1651850341552660000
123,'1',1,1651850341628979000
124,'s',0,1651850342408666000
125,'s',1,1651850342488805000
126,'o',0,1651850342593371000
127,'o',1,1651850342661587000
128,'c',0,1651850342676282000
129,'c',1,1651850342760575000
130,'i',0,1651850343125667000
131,'i',1,1651850343193665000
132,'a',0,1651850343390601000
133,'a',1,1651850343517918000
134,'l',0,1651850343545082000
135,'l',1,1651850343676910000
136,Key.shift_r,0,1651850344728100000
137,'@',0,1651850344964725000
138,'@',1,1651850345072644000
139,Key.shift_r,1,1651850345096021000
140,'g',0,1651850345602484000
141,'g',1,1651850345687236000
142,'m',0,1651850345712482000
143,'m',1,1651850345820935000
144,'a',0,1651850345926550000
145,'i',0,1651850346030585000
146,'a',1,1651850346058717000
147,'i',1,1651850346107012000
148,'l',0,1651850346237904000
149,'l',1,1651850346377162000
150,'.',0,1651850346845444000
151,'.',1,1651850346942029000
152,'c',0,1651850347034507000
153,'o',0,1651850347134824000
154,'c',1,1651850347145597000
155,'o',1,1651850347195562000
156,'m',0,1651850347268997000
157,'m',1,1651850347382012000
158,Key.tab,0,1651850347671972000
159,Key.tab,1,1651850347774821000
160,Key.shift_r,0,1651850350041811000
161,Key.shift_r,1,1651850350713215000
162,Key.shift_r,0,1651850354195431000
163,Key.shift_r,1,1651850354784028000
164,Key.shift_r,0,1651850397261647000
165,'I',0,1651850397398823000
166,Key.shift_r,1,1651850397515674000
167,'i',1,1651850397516699000
168,Key.space,0,1651850397826140000
169,Key.space,1,1651850397926287000
170,Key.space,0,1651850398002143000
171,Key.space,1,1651850398083835000
172,Key.backspace,0,1651850398741258000
173,Key.backspace,1,1651850398841430000
174,Key.backspace,0,1651850398898874000
175,Key.backspace,1,1651850398992710000
176,Key.space,0,1651850399320976000
177,Key.space,1,1651850399405184000
178,'t',0,1651850399510884000
179,'t',1,1651850399595110000
180,'h',0,1651850399619778000
181,'h',1,1651850399724294000
182,'o',0,1651850399731593000
183,'o',1,1651850399861315000
184,'u',0,1651850399915225000
185,'g',0,1651850399950907000
186,'u',1,1651850399990641000
187,'g',1,1651850399999147000
188,'h',0,1651850400515928000
189,'h',1,1651850400591215000
190,'t',0,1651850400610725000
191,'t',1,1651850400666938000
192,Key.space,0,1651850400719929000
193,Key.space,1,1651850400824293000
194,'i',0,1651850401140876000
195,'i',1,1651850401199997000
196,'t',0,1651850401413028000
197,'t',1,1651850401464666000
198,Key.space,0,1651850401549901000
199,Key.space,1,1651850401653887000
200,'w',0,1651850402722368000
201,'w',1,1651850402794262000
202,'a',0,1651850404848853000
203,'a',1,1651850404915528000
204,'s',0,1651850404932437000
205,'s',1,1651850405048290000
206,Key.space,0,1651850405127806000
207,Key.space,1,1651850405231872000
208,'i',0,1651850407577468000
209,'i',1,1651850407638003000
210,'n',0,1651850407679591000
211,'n',1,1651850407792224000
212,'s',0,1651850407924795000
213,'s',1,1651850407998839000
214,'p',0,1651850408538843000
215,'p',1,1651850408627402000
216,'i',0,1651850408732150000
217,'i',1,1651850408804199000
218,'r',0,1651850408840872000
219,'r',1,1651850408892504000
220,'i',0,1651850408950820000
221,'i',1,1651850409028033000
222,'n',0,1651850409129599000
223,'n',1,1651850409222118000
224,'g',0,1651850409241722000
225,'g',1,1651850409301624000
226,Key.space,0,1651850409354760000
227,Key.space,1,1651850409438920000
228,'h',0,1651850409761213000
229,'h',1,1651850409829391000
230,'o',0,1651850409888597000
231,'o',1,1651850410012803000
232,'w',0,1651850410035874000
233,'w',1,1651850410133042000
234,Key.space,0,1651850410183632000
235,Key.space,1,1651850410265718000
236,'t',0,1651850410298853000
237,'t',1,1651850410353411000
238,'h',0,1651850410392834000
239,'h',1,1651850410461224000
240,'e',0,1651850410533538000
241,Key.space,0,1651850410590246000
242,'e',1,1651850410620532000
243,Key.space,1,1651850410810038000
244,'t',0,1651850412113128000
245,'t',1,1651850412176917000
246,'e',0,1651850412320889000
247,'e',1,1651850412409145000
248,'a',0,1651850412573765000
249,'a',1,1651850412645938000
250,'m',0,1651850412666903000
251,'m',1,1651850412754929000
252,Key.space,0,1651850412821338000
253,Key.space,1,1651850412882320000
254,'c',0,1651850413732711000
255,'c',1,1651850413820736000
256,'m',0,1651850414031824000
257,'m',1,1651850414136929000
258,'e',0,1651850414205877000
259,'e',1,1651850414297812000
260,Key.space,0,1651850414398586000
261,Key.space,1,1651850414461877000
262,Key.backspace,0,1651850414803695000
263,Key.backspace,1,1651850414867164000
264,Key.space,0,1651850415456527000
265,Key.space,1,1651850415549758000
266,'t',0,1651850415865523000
267,'t',1,1651850415910686000
268,'o',0,1651850415971405000
269,'o',1,1651850416051570000
270,'g',0,1651850416140671000
271,'g',1,1651850416208937000
272,'e',0,1651850416332653000
273,'e',1,1651850416408857000
274,'t',0,1651850416508781000
275,'t',1,1651850416561193000
276,'h',0,1651850416573770000
277,'h',1,1651850416645689000
278,'e',0,1651850416688603000
279,'e',1,1651850416817288000
280,Key.space,0,1651850416875036000
281,Key.space,1,1651850416982626000
282,'a',0,1651850418074655000
283,'a',1,1651850418178875000
284,'n',0,1651850418192452000
285,'n',1,1651850418268184000
286,'d',0,1651850418312683000
287,'d',1,1651850418388778000
288,Key.space,0,1651850418439416000
289,Key.space,1,1651850418533328000
290,'r',0,1651850418667192000
291,'e',0,1651850418752512000
292,'r',1,1651850418760279000
293,'e',1,1651850418853753000
294,'a',0,1651850419001285000
295,'l',0,1651850419100038000
296,'a',1,1651850419100648000
297,'l',1,1651850419199177000
298,'i',0,1651850419272174000
299,'i',1,1651850419332552000
300,'z',0,1651850419949123000
301,'z',1,1651850420032833000
302,'e',0,1651850420200497000
303,'e',1,1651850420300199000
304,'d',0,1651850420338299000
305,'d',1,1651850420478898000
306,Key.space,0,1651850420511558000
307,Key.space,1,1651850420611201000
308,'t',0,1651850420953990000
309,'t',1,1651850421015917000
310,'h',0,1651850421037830000
311,'h',1,1651850421116165000
312,'a',0,1651850421186343000
313,'a',1,1651850421266543000
314,'t',0,1651850421412756000
315,'t',1,1651850421472709000
316,Key.space,0,1651850421546300000
317,Key.space,1,1651850421686831000
318,'i',0,1651850431976801000
319,'i',1,1651850432021444000
320,'t',0,1651850432069289000
321,'t',1,1651850432141560000
322,Key.space,0,1651850432231249000
323,Key.space,1,1651850432307402000
324,Key.backspace,0,1651850433253170000
325,Key.backspace,1,1651850433313381000
326,Key.backspace,0,1651850433416223000
327,Key.backspace,1,1651850433476507000
328,Key.backspace,0,1651850433610051000
329,Key.backspace,1,1651850433664537000
330,'h',0,1651850434196185000
331,'h',1,1651850434268478000
332,'o',0,1651850434323850000
333,'o',1,1651850434444939000
334,'w',0,1651850434493026000
335,'w',1,1651850434601209000
336,Key.space,0,1651850434612170000
337,Key.space,1,1651850434688462000
338,'i',0,1651850434835536000
339,'i',1,1651850434908109000
340,'t',0,1651850434954028000
341,'t',1,1651850435038469000
342,Key.space,0,1651850435070022000
343,Key.space,1,1651850435150073000
344,Key.backspace,0,1651850435867146000
345,Key.backspace,1,1651850435951204000
346,Key.backspace,0,1651850436032240000
347,Key.backspace,1,1651850436088175000
348,'m',0,1651850436544128000
349,'m',1,1651850436621469000
350,'p',0,1651850436735854000
351,'o',0,1651850436844202000
352,'p',1,1651850436859328000
353,'o',1,1651850436944590000
354,'r',0,1651850436961894000
355,'t',0,1651850437081006000
356,'r',1,1651850437108904000
357,'t',1,1651850437190344000
358,'a',0,1651850437961272000
359,'a',1,1651850438045415000
360,'n',0,1651850438140053000
361,'n',1,1651850438228563000
362,'t',0,1651850438249920000
363,'t',1,1651850438326407000
364,Key.space,0,1651850438370751000
365,Key.space,1,1651850438467217000
366,'i',0,1651850438780105000
367,'i',1,1651850438847554000
368,'t',0,1651850438866155000
369,'t',1,1651850438939246000
370,Key.space,0,1651850439017729000
371,Key.space,1,1651850439121725000
372,'i',0,1651850441281148000
373,'i',1,1651850441345381000
374,'s',0,1651850441386168000
375,'s',1,1651850441495267000
376,Key.space,0,1651850441530786000
377,Key.space,1,1651850441643052000
378,'t',0,1651850442921995000
379,'t',1,1651850443002146000
380,'o',0,1651850443474753000
381,'o',1,1651850443547016000
382,Key.backspace,0,1651850444178891000
383,Key.backspace,1,1651850444246870000
384,Key.backspace,0,1651850444330657000
385,Key.backspace,1,1651850444411425000
386,Key.backspace,0,1651850445082861000
387,Key.backspace,1,1651850445151408000
388,Key.backspace,0,1651850445246861000
389,Key.backspace,1,1651850445306372000
390,Key.backspace,0,1651850445395235000
391,Key.backspace,1,1651850445475117000
392,'e',0,1651850445995383000
393,'e',1,1651850446055065000
394,Key.backspace,0,1651850446490889000
395,Key.backspace,1,1651850446583460000
396,'i',0,1651850447109941000
397,'i',1,1651850447166182000
398,'s',0,1651850447234250000
399,'s',1,1651850447329953000
400,Key.space,0,1651850447341741000
401,Key.space,1,1651850447422046000
402,'f',0,1651850447489820000
403,'o',0,1651850447586297000
404,'f',1,1651850447589688000
405,'o',1,1651850447697703000
406,'r',0,1651850447699890000
407,'r',1,1651850447789789000
408,Key.space,0,1651850447839804000
409,'t',0,1651850447907716000
410,Key.space,1,1651850447958403000
411,'t',1,1651850447987982000
412,'h',0,1651850448036143000
413,'h',1,1651850448117133000
414,'e',0,1651850448129739000
415,'e',1,1651850448214920000
416,'m',0,1651850448287618000
417,'m',1,1651850448436092000
418,Key.space,0,1651850448546810000
419,Key.space,1,1651850448657685000
420,'t',0,1651850448883952000
421,'t',1,1651850448939498000
422,'o',0,1651850448998899000
423,'o',1,1651850449091331000
424,Key.space,0,1651850449245848000
425,Key.space,1,1651850449357993000
